Batch,Cost
923,0.13104193519062585
924,0.10615062051976049
925,0.08123620504651338
926,0.10004783205921285
927,0.12758022572312538
928,0.10876818000764775
929,0.13621238782892067
930,0.1057480947573164
931,0.09870880000492134
932,0.11620413873811847
933,0.06986934551689693
934,0.09557038231180365
935,0.09094201062193616
936,0.08000544333275235
937,0.07727434342701475
938,0.09980162312430295
939,0.08622680813766573
940,0.0746896242039522
941,0.07764794573329374
942,0.10649526078298077
943,0.08032754798480536
944,0.07882181335569237
945,0.06245766870481389
946,0.1266285564392319
947,0.12151904284860958
948,0.07721786780315984
949,0.1244530756081103
950,0.07557351964822248
951,0.11569815605886348
952,0.10964417807098308
953,0.08261429939691022
954,0.06853993735856025
955,0.11386708960110276
956,0.09241298387918778
957,0.07534981534378189
958,0.08229336063939537
959,0.11262232880905138
960,0.09343691581797588
961,0.10102512436018916
962,0.10586095663480624
963,0.12761249807968864
964,0.10598484935964846
965,0.09798454955317044
966,0.06410095967825241
967,0.13087025662001867
968,0.08888565345312208
969,0.06756367720550205
970,0.11247316466867013
971,0.0781766068441316
972,0.11444044612503096
973,0.07182256604778631
974,0.0514339091831581
975,0.07354466004178176
976,0.13366548677750043
977,0.0731790814972474
978,0.14409973555175662
979,0.0889632051629231
980,0.14943094203481783
981,0.11843667670894334
982,0.08254068008695593
983,0.1085337284579467
984,0.08320443039716874
985,0.09663666488398748
986,0.09497340451210082
987,0.09990948667442696
988,0.05350784231229843
989,0.076247292778341
990,0.07798053303369716
991,0.09678368713503283
992,0.10234386353670778
993,0.06358105006140238
994,0.11360202243623235
995,0.0782165077713065
996,0.10770893602925989
997,0.11011257877795211
998,0.07830319651629808
999,0.0786582119426712
1000,0.07422867029490439
